datasetid;title;description;theme;keyword;license;license_url;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;federated;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;dcat_ap_ch.domain;dcat_ap_ch.rights;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
etalages-et-terrasses;Etalages et Terrasses;"<p>Ce jeu de données recense les étalages et terrasses à Paris. </p><p>L'installation des étalages et terrasses sur la voie publique ainsi que des contre-étalages et contre-terrasses, des commerces accessoires aux terrasses et des dépôts de matériel ou objets divers devant les boutiques sont soumises à autorisation.</p><p>Plus d'informations: <a href=""http://www.paris.fr/professionnels/l-entreprise-au-quotidien/terrasses-et-etalages-3516"" target=""_blank"">http://www.paris.fr/professionnels/l-entreprise-au-quotidien/terrasses-et-etalages-3516</a> </p><p>Liste des autorisations d’occupation du domaine public délivrées aux commerces parisiens (autorisation d’installer des étalages, terrasses, commerces accessoires, contre terrasse, contre étalage,...).<br/> <br/> <strong>Description des données</strong><br/> <em>Dossier </em><br/> Numéro du dossier du commerce bénéficiaire de l’autorisation d’installation d’un ou plusieurs objets. <br/> Ce numéro permet d’accéder à l’affichette décrivant l’autorisation accordée au commerce. Cette affichette est accessible via une URL construite à partir du numéro de dossier : <br/> Exemple :<br/> dossier : 740062012003<br/> <a href=""http://affichette-commerce.paris.fr/Quartier74/740062012%20003.pdf"">http://affichette-commerce.paris.fr/Quartier74/740062012%20003.pdf</a><br/> le numéro de quartier est sur deux chiffres. Pour les quartiers de 1 à 9 : ajouter un zéro avant le numéro de dossier.<br/> <br/> <em>Arrondissement </em><br/> Numéro de l’arrondissement où est situé le commerce.<br/> <br/> <em>Adresse</em><br/> Adresse d’installation du dispositif autorisé au format : «n° dans la voie» «type de voie» «nom de la voie». Exemple : 23 BOULEVARD DIDEROT<br/> Lorsque le dispositif autorisé se situe sur l’angle entre deux rues, le dispositif autorisé est localisé comme suit : «Pan coupé » «adresse1»/«adresse2». Exemple : Pan coupé 28 BOULEVARD DIDEROT / 9 RUE HECTOR MALO<br/> <br/> <em>Libelle_type_objet </em><br/> Type de l’objet autorisé : type étalage, contre-étalage, terrasse ouverte, contre-terrasse, terrasse fermée, commerce accessoire, plancher mobile, bâche.<br/> <em><br/> <em>Dima</em></em></p><p><br/> Largeur de l’emprise autorisée. <br/> <em><br/> <em>Dimb </em></em><br/> Longueur de l’emprise autorisée.<br/> <br/> <em>Dosred </em><br/> Raison sociale du bénéficiaire de l’autorisation et indication de la nature du commerce entre parenthèses. Exemple : SA CHEZ R</p>";Urbanisme et Logements;;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T03:02:31+00:00;False;True;2019-06-12T03:02:31+00:00;2019-06-12T03:02:32+00:00;Mairie de Paris/Direction de l'Urbanisme;;21775;;;;;;False;;;2016-12-28;2016-12-28;Référent DU;;;;quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;1411
dossiers-recents-durbanisme;Autorisations d'urbanisme - 6 derniers mois;<p><strong>La Direction de l'Urbanisme de la Ville de Paris instruit et délivre les autorisations d'urbanisme indispensables aux entreprises ou aux particuliers.</strong></p><p>Elle contrôle leur mise en œuvre et verbalise les travaux sans autorisation ou non conformes aux autorisations délivrées. </p><p>Elle délivre aussi  les autorisations relatives aux enseignes, à la publicité, aux étalages et aux terrasses. </p><p>Elle recouvre les droits de voirie et taxes d'urbanisme</p><p><strong>Liste des autorisations d'urbanisme : </strong></p><p>permis de construire (<strong>PC</strong>), permis de démolir (<strong>PD</strong>), permis d'aménager (<strong>PA</strong>), déclarations préalables<strong></strong>(<strong>DP</strong>), certificats d'urbanisme (<strong>CU</strong>) </p>;Urbanisme et Logements;urbanisme, aménagement, Construction, Demande, Dossier;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T04:02:14+00:00;False;True;2019-06-12T04:02:14+00:00;2019-06-12T04:02:15+00:00;Mairie de Paris / Direction de l'Urbanisme;;7265;;;;;;False;;;;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;1998
que-faire-a-paris-;Que Faire à Paris ? - Evènements;"<p><strong>Que faire à Paris est l’agenda participatif de la Ville de Paris. Vous trouverez ici tous les événements et activités de Paris et sa région publiés sur le site.</strong></p><p><strong><a href=""https://quefaire.paris.fr/"" target=""_blank"">Site web : Que Faire à Paris</a></strong></p><p><strong>Le site Que faire à Paris est un agenda participatif, les lieux parisiens tels que les Bibliothèques et Musées de la Ville, les parcs et jardins, les centres d'animations, les piscines, les théâtres, les grands lieux comme la Gaîté Lyrique, le CENTQUATRE, le Carreau du Temple, les salles de concert, les associations et même les parisiens sont invités à insérer leurs événements dans le site.</strong><strong></strong></p><p><strong>L'équipe éditoriale s'occupe ensuite de les mettre en avant aux travers de sélections, d'interviews ou sur les réseaux sociaux.</strong><strong></strong></p><p><strong>Contribuer à révéler les bons plans de Paris !</strong></p><p><strong>Comment ça marche ?</strong></p><p>1-Vous avez une idée de sortie</p><p>2-Elle n’est pas dans le site</p><p>3-Rédigez une fiche</p><p>4-Nous relisons</p><p>5-Nous validons et publions </p><p>6-Nous vous informons</p><p><strong>Chef d'édition</strong><br/> Aurélie</p><p><strong>Rédacteurs</strong><br/> Olivier : Semaine, week-end, expo et concerts<br/> Céline : Semaine gratuit, enfants et sport<br/> Berkou : Nuit et grands événements</p><p><strong>Modération</strong><br/> Sophie</p><p><strong>Réseaux sociaux</strong><br/> Christophe</p><p><strong>Jeux</strong><br/> Clémentine</p><p><strong></strong><a href=""https://quefaire.paris.fr/cgu"" target=""_blank""><strong>Mentions légales Que faire à Paris ? </strong></a></p>";Culture;loisirs, évenement, agenda culturel, activité, Paris, Région;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T04:21:41+00:00;False;True;2019-06-12T04:21:41+00:00;2019-06-12T04:21:42+00:00;Mairie de Paris / Direction de la Communication ;https://quefaire.paris.fr/;2862;;;;;;False;;;2019-02-12;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;790
espaces_verts;Espaces verts;"<p>Cette couche surfacique localise géographiquement l'emprise des espaces verts publics (parcs, squares, promenades etc...) gérés par la Mairie de Paris.</p><p><em>Couche anciennement intitulée ""Liste des parcs et jardins"" (2011).</em></p><p>
	Pour plus de renseignements, consultez la notice en pièce jointe.</p>";Environnement;parcs, jardins, squares, promenades, talus, jardinets;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T05:01:32+00:00;False;True;2019-06-12T05:01:32+00:00;2019-06-12T05:01:33+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;1922;;;;;;False;;;;2013-01-01;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;32038
autorisations-durbanisme-h;Autorisations d'Urbanisme - Historique;<p>La Direction de l'Urbanisme de la Ville de Paris instruit et délivre les autorisations d'urbanisme indispensables aux entreprises ou aux particuliers. </p><p>Elle contrôle leur mise en œuvre et verbalise les travaux sans autorisation ou non conformes aux autorisations délivrées.</p><p>Elle délivre aussi les autorisations relatives aux enseignes, à la publicité, aux étalages et aux terrasses.</p><p>Elle recouvre les droits de voirie et taxes d'urbanisme</p>;Urbanisme et Logements;urbanisme, permis, construire, declaration, travaux, amenager, Dossier, Demande;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T05:05:35+00:00;False;True;2019-06-12T05:05:35+00:00;2019-06-12T05:05:36+00:00;Mairie de Paris / Direction de l'Urbanisme;;291988;;;;;;False;;;;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;3571
budget-participatif_operations-projets-gagnants-realisations;Budget Participatif - Les opérations des projets gagnants jusqu’à leurs réalisations;"<p>Cette table de données représente la vie des opérations d’un projet gagnant, de leurs planifications jusqu’à leurs réalisations depuis 2014.</p><p>Ce jeu de données complète et détaille celui faisant la synthèse de projets gagnants  - <a href=""https://parisdata.opendatasoft.com/explore/dataset/bp_projets_gagnants/information"" target=""_blank"">Budget participatif - Les projets gagnants</a></p><p>Pour plus d'informations sur ce jeu de données vous avez à votre disposition :</p><ul>
<li>La notice explicative PDF ci-jointe,</li><li>Le descriptif du Modèle de données ci-dessous</li><li>Le site Paris Budget Participatif de la Ville de Paris.</li></ul><p>Le Budget Participatif propose aux Parisien(nes) de décider de l'utilisation de 5% du budget d'investissement entre 2014 et 2020, soit un demi-milliard d'euros.</p><p><a href=""https://budgetparticipatif.paris.fr/bp/"" target=""_blank"">Site du Budget participatif</a></p><p><a href=""https://budgetparticipatif.paris.fr/bp/la-demarche-sommaire.html"" target=""_blank"">La démarche</a></p>";Citoyenneté;budget participatif, Démocratie participative, co-construction;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T06:01:03+00:00;False;True;2019-06-12T06:01:03+00:00;2019-06-12T06:01:06+00:00;Mairie de Paris / Direction de la Démocratie, des Citoyens et des Territoires;;2790;;;;;;False;;;2018-11-12;2018-11-17;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;190
bp_projets_gagnants;Budget participatif - Les projets gagnants;"<p>Cette table de données donne un aperçu des projets gagnants du Budget Participatif depuis 2014.</p><p>C'est une synthèse par projets du jeu de données donnant les détails des opérations - <a href=""https://parisdata.opendatasoft.com/explore/dataset/budget-participatif_operations-projets-gagnants-realisations/information"" target=""_blank"">Budget Participatif - Les opérations des projets gagnants jusqu’à leurs réalisations</a></p><p>Pour plus d'informations vous avez à votre disposition :</p><ul> <li>La notice explicative PDF ci-jointe,</li><li>Le descriptif du Modèle de données ci-dessous</li><li>Le site Paris Budget Participatif de la Ville de Paris.</li></ul><p>Le Budget Participatif propose aux Parisien(nes) de décider de l'utilisation de 5% du budget d'investissement entre 2014 et 2020, soit un demi-milliard d'euros.</p><p><a href=""https://budgetparticipatif.paris.fr/bp/"" target=""_blank"">Site du Budget participatif</a></p><p><a href=""https://budgetparticipatif.paris.fr/bp/la-demarche-sommaire.html"" target=""_blank"">La démarche</a></p>";Citoyenneté;budget participatif, Démocratie participative, co-construction, Projet;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T06:31:18+00:00;False;True;2019-06-12T06:31:18+00:00;2019-06-12T06:31:19+00:00;Mairie de Paris / Direction de la Démocratie, des Citoyens et des Territoires;;792;;;;;;False;;;2018-11-12;2018-11-17;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;113
sites-disposant-du-service-paris-wi-fi;Paris Wi-Fi - Sites disposant du service;<p>Liste des sites municipaux disposant d'un hotspot Paris Wi-Fi permettant une connexion à Internet limitée.</p><p>Paris Wi-Fi est un service mis en place par la Ville de Paris. Il vous permet de vous connecter gratuitement, sans fil et en haut débit, à Internet. Il est ouvert à tous: Parisiens, Franciliens et visiteurs de Paris.</p>;Equipements, Services, Social;wifi, internet, Paris Wi-Fi;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T07:00:56+00:00;False;True;2019-06-12T07:00:56+00:00;2019-06-12T07:00:57+00:00;Mairie de Paris / Direction des Systèmes d’Information et du Numérique ;;251;;;;;;False;;;2019-04-04;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;402
zones-de-rencontre;Zones de rencontre;<p>Zones dans lesquelles la vitesse des véhicules est limitée à 20 km/h. Ces zones, adaptées aux rues commerçantes, concilient la circulation des piétons, des cyclistes et des automobilistes.</p><p>Ce jeu de données comprend :</p><p>- le nom de la zone,</p><p>- l'arrondissement concerné,</p><p>- le type d'arrêté,</p><p>- la date d'arrêté.</p><p>Ces  données ont été établies au 6 février 2015 et sont issues des arrêtés  correspondants publiés au BMO (Bulletin Municipal Officiel de la Ville  de Paris).</p>;Mobilité et Espace Public;circulation, zones apaisées, vitesse, voirie, Zones de circulation;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T07:02:51+00:00;False;True;2019-06-12T07:02:51+00:00;2019-06-12T07:02:52+00:00;Mairie de Paris/Direction de la Voirie et des Déplacements;;47;;;;;;False;;;2014-09-12;;Ville de Paris / Direction de la Voirie et des Déplacements;Ville de Paris / Direction de la Voirie et des Déplacements;;;annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;1204
chantiers-perturbants;Chantiers perturbants pour la circulation;<p>Donnée contenant l'ensemble des chantiers perturbants de la Ville de Paris. </p><p>Donnée surfacique décrivant l'ensemble des chantiers perturbants de la ville de Paris.</p><p>Les chantiers perturbants sont définis comme « Les chantiers principaux ayant un impact sur la circulation »</p><p><strong>Attention la donnée n'est pas exhaustive et ne représente pas la totalité des chantiers à Paris.</strong></p><p>Les chantiers représentés répondent principalement aux critères suivants : </p><ul><li>perturbent la circulation des      voitures ou des vélos</li><li>durent plus d'une semaine </li><li>sont situés sur les voies      principales, hors périphérique</li></ul><p>Les polygones sont créés et renseignés manuellement.</p><p>Initialisation de la donnée, Décembre 2016 - Mise à jour hebdomadaire.</p><p>Système de coordonnées : RGF 93 Lambert 93</p><p>Description des codes :</p><table>  <tbody><tr>   <td><strong>NIVEAU_PERTURBATION</strong></td>   <td>      <br/></td>  </tr>  <tr>   <td><strong>Code</strong></td>   <td><strong>Valeur</strong></td>  </tr>  <tr>   <td>2</td>   <td>Perturbant</td>  </tr>  <tr>   <td>1</td>   <td>Très   perturbant</td>  </tr>  <tr>        </tr>  <tr>   <td><strong>NUMERO_STV</strong></td>     </tr>  <tr>   <td><strong>Code</strong></td>   <td><strong>Valeur</strong></td>  </tr>  <tr>   <td>9</td>   <td>Nord-Ouest</td>  </tr>  <tr>   <td>10</td>   <td>Nord-Est</td>  </tr>  <tr>   <td>11</td>   <td>Centre</td>  </tr>  <tr>   <td>12</td>   <td>Sud</td>  </tr>  <tr>   <td>13</td>   <td>Sud-Ouest</td>  </tr>  <tr>   <td>14</td>   <td>Sud-Est</td>  </tr>  <tr>        </tr>  <tr>   <td><strong>STATUT</strong></td>     </tr>  <tr>   <td><strong>Code</strong></td>   <td><strong>Valeur</strong></td>  </tr>  <tr>   <td>1</td>   <td>A   venir</td>  </tr>  <tr>   <td>2</td>   <td>En   cours</td>  </tr>  <tr>   <td>3</td>   <td>Suspendu</td>  </tr>  <tr>   <td>4</td>   <td>Prolongé</td>  </tr>  <tr>   <td>5</td>   <td>Terminé</td>  </tr>  <tr>        </tr>  <tr>   <td><strong>TYPOLOGIE</strong></td>     </tr>  <tr>   <td><strong>Code</strong></td>   <td><strong>Valeur</strong></td>  </tr>  <tr>   <td>1</td>   <td>Ville</td>  </tr>  <tr>   <td>2</td>   <td>Concessionnaire</td>  </tr>  <tr>   <td>3</td>   <td>Privé</td>  </tr> </tbody></table><br/>;Mobilité et Espace Public;chantiers, perturbations;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T08:01:05+00:00;False;True;2019-06-12T08:01:05+00:00;2019-06-12T08:01:07+00:00;Mairie de Paris/Direction de la Voirie et des Déplacements;;1304;Direction de la Voirie et des Déplacements / Service des déplacements / Section Etudes et Exploitations;;;;;False;;;2018-01-02;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;18043
